defect_id,section_id,department,defect_type,severity,status,overdue_days,priority_score,explanation
DEF0083,SEC011,TRD,Booster transformer issue,Minor,Overdue,2,61.2,"Defect DEF0083 (TRD - SEC011) scored 61.2/100 priority because: severity is only Minor (-16.3 pts), overdue by 2 days (+4.2 pts), and available maintenance window is tight (91 mins, +7.6 pts)."
DEF0089,SEC005,Engineering,Worn out rail,Minor,Open,0,60.9,"Defect DEF0089 (Engineering - SEC005) scored 60.9/100 priority because: severity is only Minor (-15.3 pts), located on a high-traffic section (134 trains/day, +4.2 pts), and available maintenance window is tight (114 mins, +8.3 pts)."
DEF0126,SEC004,TRD,Feeder cable fault,Major,Open,0,60.9,"Defect DEF0126 (TRD - SEC004) scored 60.9/100 priority because: severity is Major (+7.7 pts), moderate section traffic (73 trains/day, -2.8 pts), and ample maintenance window available (171 mins, -4.0 pts)."
DEF0139,SEC004,Engineering,Cracked fish plate,Major,Open,0,60.8,"Defect DEF0139 (Engineering - SEC004) scored 60.8/100 priority because: severity is Major (+7.6 pts), moderate section traffic (73 trains/day, -2.8 pts), and ample maintenance window available (171 mins, -4.0 pts)."
DEF0149,SEC005,TRD,Traction pole tilt,Minor,Resolved,0,60.6,"Defect DEF0149 (TRD - SEC005) scored 60.6/100 priority because: severity is only Minor (-14.4 pts), located on a high-traffic section (134 trains/day, +4.1 pts), and available maintenance window is tight (114 mins, +8.3 pts)."
DEF0060,SEC004,S&T,Level crossing gate fault,Major,Open,0,60.4,"Defect DEF0060 (S&T - SEC004) scored 60.4/100 priority because: severity is Major (+7.9 pts), moderate section traffic (73 trains/day, -2.8 pts), and ample maintenance window available (171 mins, -4.0 pts)."
DEF0103,SEC004,Engineering,Rail fracture,Major,Open,0,60.4,"Defect DEF0103 (Engineering - SEC004) scored 60.4/100 priority because: severity is Major (+7.6 pts), moderate section traffic (73 trains/day, -2.7 pts), and ample maintenance window available (171 mins, -4.0 pts)."
DEF0170,SEC004,Engineering,Track geometry deviation,Minor,Overdue,12,60.3,"Defect DEF0170 (Engineering - SEC004) scored 60.3/100 priority because: severity is only Minor (-15.8 pts), overdue by 12 days (+19.9 pts), moderate section traffic (73 trains/day, -2.3 pts), and ample maintenance window available (171 mins, -3.6 pts)."
DEF0160,SEC003,TRD,Traction pole tilt,Major,Open,0,60.2,"Defect DEF0160 (TRD - SEC003) scored 60.2/100 priority because: severity is Major (+7.8 pts), moderate section traffic (74 trains/day, -2.4 pts), and ample maintenance window available (170 mins, -3.4 pts)."
DEF0056,SEC005,Engineering,Loose fittings,Minor,Open,0,59.9,"Defect DEF0056 (Engineering - SEC005) scored 59.9/100 priority because: severity is only Minor (-15.5 pts), located on a high-traffic section (134 trains/day, +4.5 pts), and available maintenance window is tight (96 mins, +8.3 pts)."
DEF0022,SEC004,Engineering,Rail fracture,Major,Open,0,59.6,"Defect DEF0022 (Engineering - SEC004) scored 59.6/100 priority because: severity is Major (+7.6 pts), moderate section traffic (73 trains/day, -2.9 pts), and ample maintenance window available (171 mins, -4.0 pts)."
DEF0087,SEC005,Engineering,Cracked fish plate,Minor,Scheduled,0,59.6,"Defect DEF0087 (Engineering - SEC005) scored 59.6/100 priority because: severity is only Minor (-15.4 pts), located on a high-traffic section (134 trains/day, +4.3 pts), and available maintenance window is tight (114 mins, +8.1 pts)."
DEF0162,SEC001,Engineering,Rail fracture,Major,Scheduled,0,59.5,"Defect DEF0162 (Engineering - SEC001) scored 59.5/100 priority because: severity is Major (+7.3 pts), and ample maintenance window available (168 mins, -3.3 pts)."
DEF0041,SEC004,Engineering,Loose fittings,Major,Resolved,0,58.8,"Defect DEF0041 (Engineering - SEC004) scored 58.8/100 priority because: severity is Major (+7.4 pts), moderate section traffic (73 trains/day, -2.7 pts), and ample maintenance window available (171 mins, -4.1 pts)."
DEF0011,SEC004,TRD,Sagging catenary wire,Major,Open,0,58.5,"Defect DEF0011 (TRD - SEC004) scored 58.5/100 priority because: severity is Major (+7.5 pts), moderate section traffic (73 trains/day, -2.8 pts), and ample maintenance window available (171 mins, -4.0 pts)."
DEF0084,SEC003,TRD,Insulator damage,Minor,Overdue,9,58.5,"Defect DEF0084 (TRD - SEC003) scored 58.5/100 priority because: severity is only Minor (-15.5 pts), overdue by 9 days (+15.7 pts), moderate section traffic (74 trains/day, -2.2 pts), and ample maintenance window available (170 mins, -3.8 pts)."
DEF0049,SEC003,S&T,Track circuit failure,Minor,Overdue,5,55.2,"Defect DEF0049 (S&T - SEC003) scored 55.2/100 priority because: severity is only Minor (-16.0 pts), overdue by 5 days (+14.0 pts), moderate section traffic (74 trains/day, -2.3 pts), and ample maintenance window available (144 mins, -3.5 pts)."
DEF0081,SEC002,Engineering,Cracked fish plate,Minor,Resolved,0,55.1,"Defect DEF0081 (Engineering - SEC002) scored 55.1/100 priority because: severity is only Minor (-17.2 pts), located on a high-traffic section (120 trains/day, +4.7 pts), available maintenance window is tight (127 mins, +2.0 pts), and heavy 7-day freight forecast (213 trains, +3.4 pts)."
DEF0088,SEC002,S&T,Signal aspect failure,Minor,Open,0,53.6,"Defect DEF0088 (S&T - SEC002) scored 53.6/100 priority because: severity is only Minor (-17.5 pts), located on a high-traffic section (120 trains/day, +4.6 pts), and heavy 7-day freight forecast (204 trains, +2.7 pts)."
DEF0018,SEC010,Engineering,Rail fracture,Major,Open,0,53.4,"Defect DEF0018 (Engineering - SEC010) scored 53.4/100 priority because: severity is Major (+7.3 pts), moderate section traffic (50 trains/day, -7.6 pts), and ample maintenance window available (193 mins, -4.5 pts)."
DEF0020,SEC010,Engineering,Track geometry deviation,Major,Open,0,53.3,"Defect DEF0020 (Engineering - SEC010) scored 53.3/100 priority because: severity is Major (+7.3 pts), moderate section traffic (50 trains/day, -7.6 pts), and ample maintenance window available (193 mins, -4.5 pts)."
DEF0045,SEC002,Engineering,Loose fittings,Minor,Resolved,0,53.2,"Defect DEF0045 (Engineering - SEC002) scored 53.2/100 priority because: severity is only Minor (-17.3 pts), located on a high-traffic section (120 trains/day, +4.1 pts), and heavy 7-day freight forecast (234 trains, +2.8 pts)."
DEF0123,SEC010,Engineering,Loose fittings,Major,Resolved,0,53.1,"Defect DEF0123 (Engineering - SEC010) scored 53.1/100 priority because: severity is Major (+7.3 pts), moderate section traffic (50 trains/day, -7.6 pts), and ample maintenance window available (193 mins, -4.6 pts)."
DEF0055,SEC012,S&T,Signal aspect failure,Minor,Open,0,52.9,"Defect DEF0055 (S&T - SEC012) scored 52.9/100 priority because: severity is only Minor (-16.1 pts), and available maintenance window is tight (76 mins, +9.3 pts)."
DEF0046,SEC010,S&T,Axle counter fault,Major,Scheduled,0,52.9,"Defect DEF0046 (S&T - SEC010) scored 52.9/100 priority because: severity is Major (+7.4 pts), moderate section traffic (50 trains/day, -7.6 pts), and ample maintenance window available (193 mins, -4.6 pts)."
DEF0028,SEC002,TRD,Sagging catenary wire,Minor,Resolved,0,52.7,"Defect DEF0028 (TRD - SEC002) scored 52.7/100 priority because: severity is only Minor (-17.0 pts), located on a high-traffic section (120 trains/day, +4.0 pts), and heavy 7-day freight forecast (199 trains, +2.2 pts)."
DEF0125,SEC001,TRD,Sagging catenary wire,Minor,Overdue,4,51.6,"Defect DEF0125 (TRD - SEC001) scored 51.6/100 priority because: severity is only Minor (-17.0 pts), overdue by 4 days (+10.6 pts), and ample maintenance window available (168 mins, -3.7 pts)."
DEF0152,SEC010,Engineering,Rail fracture,Major,Open,0,51.3,"Defect DEF0152 (Engineering - SEC010) scored 51.3/100 priority because: severity is Major (+6.9 pts), moderate section traffic (50 trains/day, -7.7 pts), and ample maintenance window available (193 mins, -4.2 pts)."
DEF0075,SEC008,TRD,Booster transformer issue,Minor,Resolved,0,51.1,"Defect DEF0075 (TRD - SEC008) scored 51.1/100 priority because: severity is only Minor (-17.0 pts), located on a high-traffic section (113 trains/day, +4.1 pts), and heavy 7-day freight forecast (187 trains, +3.0 pts)."
DEF0107,SEC008,TRD,Sagging catenary wire,Minor,Open,0,50.1,"Defect DEF0107 (TRD - SEC008) scored 50.1/100 priority because: severity is only Minor (-17.1 pts), located on a high-traffic section (113 trains/day, +4.0 pts), ample maintenance window available (134 mins, -2.2 pts), and heavy 7-day freight forecast (197 trains, +3.0 pts)."
DEF0023,SEC008,S&T,Interlocking fault,Minor,Open,0,49.8,"Defect DEF0023 (S&T - SEC008) scored 49.8/100 priority because: severity is only Minor (-16.8 pts), located on a high-traffic section (113 trains/day, +3.8 pts), ample maintenance window available (134 mins, -2.1 pts), and heavy 7-day freight forecast (201 trains, +2.9 pts)."
DEF0169,SEC010,Engineering,Track geometry deviation,Major,Scheduled,0,48.4,"Defect DEF0169 (Engineering - SEC010) scored 48.4/100 priority because: severity is Major (+6.5 pts), moderate section traffic (50 trains/day, -7.9 pts), and ample maintenance window available (193 mins, -4.2 pts)."
DEF0062,SEC008,S&T,Interlocking fault,Minor,Open,0,48.2,"Defect DEF0062 (S&T - SEC008) scored 48.2/100 priority because: severity is only Minor (-17.6 pts), located on a high-traffic section (113 trains/day, +3.8 pts), ample maintenance window available (134 mins, -2.4 pts), and heavy 7-day freight forecast (174 trains, +2.1 pts)."
DEF0050,SEC008,S&T,Interlocking fault,Minor,Resolved,0,47.9,"Defect DEF0050 (S&T - SEC008) scored 47.9/100 priority because: severity is only Minor (-17.5 pts), located on a high-traffic section (113 trains/day, +3.6 pts), and ample maintenance window available (134 mins, -2.5 pts)."
DEF0157,SEC008,S&T,Signal aspect failure,Minor,Scheduled,0,47.4,"Defect DEF0157 (S&T - SEC008) scored 47.4/100 priority because: severity is only Minor (-17.0 pts), located on a high-traffic section (113 trains/day, +4.8 pts), and ample maintenance window available (134 mins, -2.4 pts)."
DEF0164,SEC002,Engineering,Loose fittings,Minor,Scheduled,0,47.0,"Defect DEF0164 (Engineering - SEC002) scored 47.0/100 priority because: severity is only Minor (-17.1 pts), and located on a high-traffic section (120 trains/day, +4.6 pts)."
DEF0035,SEC012,Engineering,Rail fracture,Minor,Open,0,45.6,"Defect DEF0035 (Engineering - SEC012) scored 45.6/100 priority because: severity is only Minor (-17.1 pts), ample maintenance window available (153 mins, -3.0 pts), and heavy 7-day freight forecast (170 trains, +2.9 pts)."
DEF0119,SEC011,TRD,Booster transformer issue,Minor,Open,0,44.4,"Defect DEF0119 (TRD - SEC011) scored 44.4/100 priority because: severity is only Minor (-17.9 pts), ample maintenance window available (152 mins, -3.3 pts), and heavy 7-day freight forecast (150 trains, +2.3 pts)."
DEF0053,SEC007,Engineering,Rail fracture,Minor,Resolved,0,44.2,"Defect DEF0053 (Engineering - SEC007) scored 44.2/100 priority because: severity is only Minor (-17.5 pts), ample maintenance window available (155 mins, -3.4 pts), and heavy 7-day freight forecast (157 trains, +2.5 pts)."
DEF0117,SEC011,Engineering,Loose fittings,Minor,Open,0,44.2,"Defect DEF0117 (Engineering - SEC011) scored 44.2/100 priority because: severity is only Minor (-17.6 pts), ample maintenance window available (152 mins, -3.4 pts), and heavy 7-day freight forecast (150 trains, +2.2 pts)."
DEF0040,SEC011,S&T,Interlocking fault,Minor,Resolved,0,43.4,"Defect DEF0040 (S&T - SEC011) scored 43.4/100 priority because: severity is only Minor (-18.0 pts), and ample maintenance window available (152 mins, -3.3 pts)."
DEF0013,SEC007,Engineering,Worn out rail,Minor,Scheduled,0,43.4,"Defect DEF0013 (Engineering - SEC007) scored 43.4/100 priority because: severity is only Minor (-17.3 pts), ample maintenance window available (155 mins, -3.2 pts), and heavy 7-day freight forecast (149 trains, +2.1 pts)."
DEF0026,SEC007,S&T,Level crossing gate fault,Minor,Open,0,43.2,"Defect DEF0026 (S&T - SEC007) scored 43.2/100 priority because: severity is only Minor (-17.7 pts), ample maintenance window available (155 mins, -3.3 pts), and heavy 7-day freight forecast (148 trains, +2.2 pts)."
DEF0098,SEC012,Engineering,Ballast deficiency,Minor,Open,0,43.2,"Defect DEF0098 (Engineering - SEC012) scored 43.2/100 priority because: severity is only Minor (-17.7 pts), and ample maintenance window available (153 mins, -3.3 pts)."
DEF0031,SEC007,TRD,Booster transformer issue,Minor,Resolved,0,42.8,"Defect DEF0031 (TRD - SEC007) scored 42.8/100 priority because: severity is only Minor (-17.9 pts), and ample maintenance window available (155 mins, -3.3 pts)."
DEF0073,SEC007,Engineering,Cracked fish plate,Minor,Scheduled,0,42.3,Defect DEF0073 (Engineering - SEC007) scored 42.3/100 priority because: severity is only Minor (-19.6 pts).
DEF0004,SEC007,TRD,OHE wire wear,Minor,Open,0,42.0,"Defect DEF0004 (TRD - SEC007) scored 42.0/100 priority because: severity is only Minor (-17.9 pts), and ample maintenance window available (155 mins, -3.4 pts)."
DEF0058,SEC007,Engineering,Rail fracture,Minor,Open,0,41.8,"Defect DEF0058 (Engineering - SEC007) scored 41.8/100 priority because: severity is only Minor (-17.7 pts), and ample maintenance window available (155 mins, -3.4 pts)."
DEF0174,SEC008,S&T,Level crossing gate fault,Minor,Open,0,41.1,"Defect DEF0174 (S&T - SEC008) scored 41.1/100 priority because: severity is only Minor (-18.1 pts), located on a high-traffic section (113 trains/day, +4.6 pts), and ample maintenance window available (134 mins, -2.9 pts)."
DEF0006,SEC007,Engineering,Rail fracture,Minor,Open,0,40.4,"Defect DEF0006 (Engineering - SEC007) scored 40.4/100 priority because: severity is only Minor (-17.8 pts), and ample maintenance window available (155 mins, -3.5 pts)."
DEF0007,SEC007,S&T,Track circuit failure,Minor,Open,0,40.1,"Defect DEF0007 (S&T - SEC007) scored 40.1/100 priority because: severity is only Minor (-18.0 pts), and ample maintenance window available (155 mins, -3.4 pts)."
DEF0113,SEC001,S&T,Interlocking fault,Minor,Open,0,39.4,"Defect DEF0113 (S&T - SEC001) scored 39.4/100 priority because: severity is only Minor (-16.7 pts), moderate section traffic (76 trains/day, -2.2 pts), and ample maintenance window available (168 mins, -3.8 pts)."
DEF0051,SEC001,TRD,Booster transformer issue,Minor,Scheduled,0,39.1,"Defect DEF0051 (TRD - SEC001) scored 39.1/100 priority because: severity is only Minor (-16.6 pts), moderate section traffic (76 trains/day, -2.2 pts), and ample maintenance window available (168 mins, -3.7 pts)."
DEF0141,SEC003,S&T,Interlocking fault,Minor,Open,0,39.0,"Defect DEF0141 (S&T - SEC003) scored 39.0/100 priority because: severity is only Minor (-16.6 pts), moderate section traffic (74 trains/day, -3.0 pts), and ample maintenance window available (170 mins, -4.2 pts)."
DEF0003,SEC001,S&T,Signal aspect failure,Minor,Scheduled,0,38.8,"Defect DEF0003 (S&T - SEC001) scored 38.8/100 priority because: severity is only Minor (-16.5 pts), moderate section traffic (76 trains/day, -2.2 pts), and ample maintenance window available (168 mins, -3.6 pts)."
DEF0135,SEC001,TRD,Feeder cable fault,Minor,Scheduled,0,38.8,"Defect DEF0135 (TRD - SEC001) scored 38.8/100 priority because: severity is only Minor (-16.6 pts), moderate section traffic (76 trains/day, -2.2 pts), and ample maintenance window available (168 mins, -3.8 pts)."
DEF0128,SEC001,S&T,Axle counter fault,Minor,Resolved,0,38.4,"Defect DEF0128 (S&T - SEC001) scored 38.4/100 priority because: severity is only Minor (-16.5 pts), moderate section traffic (76 trains/day, -2.2 pts), and ample maintenance window available (168 mins, -3.9 pts)."
DEF0156,SEC012,Engineering,Worn out rail,Minor,Scheduled,0,38.0,"Defect DEF0156 (Engineering - SEC012) scored 38.0/100 priority because: severity is only Minor (-17.7 pts), and ample maintenance window available (153 mins, -3.8 pts)."
DEF0036,SEC003,Engineering,Rail fracture,Minor,Resolved,0,37.6,"Defect DEF0036 (Engineering - SEC003) scored 37.6/100 priority because: severity is only Minor (-16.4 pts), moderate section traffic (74 trains/day, -3.1 pts), and ample maintenance window available (170 mins, -4.0 pts)."
DEF0044,SEC003,S&T,Point machine malfunction,Minor,Resolved,0,37.6,"Defect DEF0044 (S&T - SEC003) scored 37.6/100 priority because: severity is only Minor (-16.4 pts), moderate section traffic (74 trains/day, -3.1 pts), and ample maintenance window available (170 mins, -4.2 pts)."
DEF0130,SEC003,TRD,Sagging catenary wire,Minor,Open,0,37.1,"Defect DEF0130 (TRD - SEC003) scored 37.1/100 priority because: severity is only Minor (-16.9 pts), moderate section traffic (74 trains/day, -3.2 pts), and ample maintenance window available (170 mins, -4.3 pts)."
DEF0069,SEC004,Engineering,Rail fracture,Minor,Scheduled,0,36.7,"Defect DEF0069 (Engineering - SEC004) scored 36.7/100 priority because: severity is only Minor (-16.7 pts), moderate section traffic (73 trains/day, -3.7 pts), and ample maintenance window available (171 mins, -4.3 pts)."
DEF0136,SEC003,Engineering,Track geometry deviation,Minor,Scheduled,0,36.6,"Defect DEF0136 (Engineering - SEC003) scored 36.6/100 priority because: severity is only Minor (-16.7 pts), moderate section traffic (74 trains/day, -3.2 pts), and ample maintenance window available (170 mins, -4.3 pts)."
DEF0106,SEC003,S&T,Interlocking fault,Minor,Open,0,36.0,"Defect DEF0106 (S&T - SEC003) scored 36.0/100 priority because: severity is only Minor (-16.8 pts), moderate section traffic (74 trains/day, -3.2 pts), and ample maintenance window available (170 mins, -4.3 pts)."
DEF0112,SEC003,S&T,Interlocking fault,Minor,Open,0,35.7,"Defect DEF0112 (S&T - SEC003) scored 35.7/100 priority because: severity is only Minor (-16.8 pts), moderate section traffic (74 trains/day, -3.3 pts), and ample maintenance window available (170 mins, -4.3 pts)."
DEF0111,SEC004,Engineering,Loose fittings,Minor,Scheduled,0,35.3,"Defect DEF0111 (Engineering - SEC004) scored 35.3/100 priority because: severity is only Minor (-16.5 pts), moderate section traffic (73 trains/day, -3.8 pts), and ample maintenance window available (171 mins, -4.4 pts)."
DEF0172,SEC011,Engineering,Rail fracture,Minor,Open,0,35.1,"Defect DEF0172 (Engineering - SEC011) scored 35.1/100 priority because: severity is only Minor (-18.5 pts), and ample maintenance window available (152 mins, -3.9 pts)."
DEF0159,SEC003,S&T,Point machine malfunction,Minor,Resolved,0,33.7,"Defect DEF0159 (S&T - SEC003) scored 33.7/100 priority because: severity is only Minor (-17.1 pts), moderate section traffic (74 trains/day, -3.3 pts), and ample maintenance window available (170 mins, -4.5 pts)."
DEF0168,SEC001,TRD,Feeder cable fault,Minor,Open,0,31.7,"Defect DEF0168 (TRD - SEC001) scored 31.7/100 priority because: severity is only Minor (-17.2 pts), moderate section traffic (76 trains/day, -2.4 pts), and ample maintenance window available (168 mins, -4.2 pts)."
DEF0178,SEC004,Engineering,Ballast deficiency,Minor,Open,0,30.6,"Defect DEF0178 (Engineering - SEC004) scored 30.6/100 priority because: severity is only Minor (-17.1 pts), moderate section traffic (73 trains/day, -3.6 pts), and ample maintenance window available (171 mins, -4.6 pts)."
DEF0176,SEC003,TRD,OHE wire wear,Minor,Open,0,30.5,"Defect DEF0176 (TRD - SEC003) scored 30.5/100 priority because: severity is only Minor (-17.4 pts), moderate section traffic (74 trains/day, -3.0 pts), and ample maintenance window available (170 mins, -4.5 pts)."
DEF0181,SEC004,Engineering,Cracked fish plate,Minor,Open,0,30.5,"Defect DEF0181 (Engineering - SEC004) scored 30.5/100 priority because: severity is only Minor (-17.1 pts), moderate section traffic (73 trains/day, -3.6 pts), and ample maintenance window available (171 mins, -4.6 pts)."
DEF0146,SEC010,S&T,Level crossing gate fault,Minor,Open,0,29.9,"Defect DEF0146 (S&T - SEC010) scored 29.9/100 priority because: severity is only Minor (-17.0 pts), moderate section traffic (50 trains/day, -7.3 pts), and ample maintenance window available (164 mins, -4.5 pts)."
DEF0138,SEC010,S&T,Track circuit failure,Minor,Scheduled,0,29.6,"Defect DEF0138 (S&T - SEC010) scored 29.6/100 priority because: severity is only Minor (-16.9 pts), moderate section traffic (50 trains/day, -7.3 pts), and ample maintenance window available (193 mins, -4.9 pts)."
DEF0042,SEC010,S&T,Track circuit failure,Minor,Scheduled,0,29.0,"Defect DEF0042 (S&T - SEC010) scored 29.0/100 priority because: severity is only Minor (-17.0 pts), moderate section traffic (50 trains/day, -7.5 pts), and ample maintenance window available (193 mins, -4.7 pts)."
DEF0131,SEC010,S&T,Track circuit failure,Minor,Scheduled,0,28.9,"Defect DEF0131 (S&T - SEC010) scored 28.9/100 priority because: severity is only Minor (-16.9 pts), moderate section traffic (50 trains/day, -7.6 pts), and ample maintenance window available (193 mins, -4.9 pts)."
DEF0064,SEC010,Engineering,Rail fracture,Minor,Open,0,28.4,"Defect DEF0064 (Engineering - SEC010) scored 28.4/100 priority because: severity is only Minor (-17.1 pts), moderate section traffic (50 trains/day, -7.7 pts), and ample maintenance window available (193 mins, -4.7 pts)."
DEF0180,SEC010,S&T,Track circuit failure,Minor,Resolved,0,24.1,"Defect DEF0180 (S&T - SEC010) scored 24.1/100 priority because: severity is only Minor (-17.0 pts), moderate section traffic (50 trains/day, -7.7 pts), and ample maintenance window available (193 mins, -4.8 pts)."
